site,event,date,white_id,black_id,result,UTCdate,UTCtime,white_elo,black_elo,white_rating_diff,black_rating_diff,varient,time_control,eco,termination,moves,black_title,white_title
"Site ""https://lichess.org/ZVlqadHa""","Event ""Rated Blitz game""",2020.09.05,"White ""Lovelishkumar""","Black ""maikonol""",Draw,2020.09.05,01:21:56,1615,1618,0,0,Standard,180+0,"ECO ""C41""","Termination ""Time forfeit""",1. e4 e5 2. Nf3 d6 3. d4 Qf6 4. dxe5 dxe5 5. Bg5 Qe6 6. Qd5 Qxd5 7. exd5 f6 8. Bd2 c6 9. dxc6 Nxc6 10. Bb5 Bd7 11. Nc3 a6 12. Bc4 b5 13. Bd5 Rc8 14. a4 Nce7 15. axb5 Nxd5 16. Nxd5 Bxb5 17. c3 Ra8 18. Nc7+ Kd7 19. Nxa8 Bd6 20. Nb6+ Kc6 21. Na4 Bxa4 22. Rxa4 Ne7 23. O-O Rb8 24. b4 Nf5 25. h3 g5 26. g4 Ne7 27. Rb1 Nd5 28. c4 Nb6 29. b5+ axb5 30. cxb5+ Kc5 31. Ra6 Nc4 32. Be3+ Kd5 33. Rd1+ Ke4 34. Nd2+ Nxd2 35. Rxd2 Bb4 36. Rb2 Be7 37. b6 f5 38. b7 f4 39. Ra8 Bd6 40. Ba7 Rf8 41. Bb8 Bxb8 42. Re2+ Kf3 43. Rd2 e4 44. Rc2 e3 45. Rc8 e2 46. Rc3+ Ke4 47. Rc1 Kd3 48. Ra4 Kd2 49. Rca1 Rf7 50. R4a2+ Kd3 51. Re1 Rxb7 52. Raxe2 Ba7 53. Re7 Bxf2+ 54. Kxf2 Rb2+ 55. Kg1 f3 56. Rxh7 Rg2+ 57. Kf1 Kd2 58. Ra1 Kd3 59. Rf7 Rg3 60. Ra3+ Kd4 61. Kf2 Rxh3 62. Rfxf3 Rh4 63. Rf5 Rxg4 64. Rg3 Rh4 65. Rfxg5 Rh7 66. R3g4+ Kc3 67. Rf5 Rd7 68. Rf3+ Kc2 69. Rg2 Rd2+ 70. Kg3 Rxg2+ 71. Kxg2 Kd2 72. Kg3 Ke2 73. Kf4 Kd2 74. Ke4 Kc2 75. Kd4 Kd2 76. Kc4 Ke2 77. Ra3 Kd2 78. Kd4 Kc2 79. Rc3+ Kb2 80. Kc4 Ka2 81. Kb4 Kb2 82. Ka4 Ka2 1/2-1/2,,
"Site ""https://lichess.org/xTahdSuc""","Event ""Rated Blitz game""",2020.09.05,"White ""Lovelishkumar""","Black ""danilinsforever""",Black won,2020.09.05,01:19:20,1621,1611,-6,33,Standard,180+0,"ECO ""C40""","Termination ""Normal""",1. e4 e5 2. Nf3 Bc5 3. d4 exd4 4. Nxd4 Nf6 5. Be3 Nxe4 6. Bd3 Nf6 7. Nf5 Bxe3 8. Nxg7+ Kf8 9. fxe3 Kxg7 10. O-O d6 11. Qf3 Bg4 12. Qg3 h5 13. h3 Kf8 14. hxg4 Nxg4 15. Qf3 Rh7 16. Qxb7 Qh4 17. Rxf7+ Rxf7 18. Qxa8 Qh2# 0-1,,
"Site ""https://lichess.org/eRcjKbbX""","Event ""Rated Blitz game""",2020.09.05,"White ""ApacheAlligator""","Black ""Lovelishkumar""",White won,2020.09.05,01:15:31,1635,1626,6,-5,Standard,180+0,"ECO ""B01""","Termination ""Normal""",1. e4 d5 2. exd5 Nf6 3. d4 Nxd5 4. Nf3 c5 5. dxc5 e6 6. Bc4 Bxc5 7. Bxd5 Qxd5 8. Qxd5 exd5 9. O-O O-O 10. Re1 Bf5 11. c3 Nc6 12. Bf4 Rfe8 13. Nbd2 h6 14. Nb3 g5 15. Nxc5 gxf4 16. Nh4 Bc8 17. Nd3 Rxe1+ 18. Rxe1 Be6 19. Nxf4 Kg7 20. Nxe6+ fxe6 21. Rxe6 Rf8 22. Rd6 Re8 23. g3 Re2 24. Rd7+ Re7 25. Rxe7+ Nxe7 26. Nf3 Nc6 27. Nd4 Kf6 28. Nxc6 bxc6 29. f4 Kf5 30. Kf2 Ke4 31. Ke2 c5 32. b3 a5 33. a3 h5 34. h3 d4 35. cxd4 cxd4 36. b4 axb4 37. axb4 d3+ 38. Kd2 Kf3 39. b5 Kxg3 40. b6 Kxf4 41. b7 Kg3 42. b8=Q+ Kxh3 43. Qd8 Kg2 44. Qxd3 h4 45. Qg6+ Kh2 46. Ke2 h3 47. Kf2 1-0,,
"Site ""https://lichess.org/WYzlCU4f""","Event ""Rated Blitz game""",2020.09.05,"White ""Lovelishkumar""","Black ""DreamWasTaken""",Black won,2020.09.05,01:13:14,1632,1597,-6,22,Standard,180+0,"ECO ""B12""","Termination ""Normal""",1. e4 c6 2. Nf3 d5 3. d4 dxe4 4. Ng5 Nf6 5. Nc3 Bf5 6. Qe2 h6 7. Ngxe4 e6 8. Nxf6+ Qxf6 9. Be3 Bb4 10. a3 Bxc3+ 11. bxc3 Nd7 12. h3 Nb6 13. Rb1 Nd5 14. Rxb7 Nxc3 15. Qc4 Nd5 16. Qxc6+ Kf8 17. Rxf7+ Kxf7 18. Qd7+ Qe7 19. Qc6 Rhc8 20. Qa4 Rxc2 21. Bb5 Nxe3 22. fxe3 Qh4+ 23. Kd1 Qh5+ 24. Be2 Qxe2# 0-1,,
"Site ""https://lichess.org/4m0fCX9L""","Event ""Rated Blitz game""",2020.09.05,"White ""Lovelishkumar""","Black ""ernestorodriguez123""",Black won,2020.09.05,01:07:05,1638,1646,-6,6,Standard,180+2,"ECO ""B44""","Termination ""Normal""",1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e6 5. Be3 Nf6 6. e5 Nxe5 7. Nc3 Bb4 8. a3 Ba5 9. b4 Bb6 10. a4 Nc6 11. Nxc6 bxc6 12. Bd4 Bxd4 13. Qxd4 d5 14. Bd3 O-O 15. O-O Re8 16. Rfe1 Qb6 17. Qh4 c5 18. a5 Qxb4 19. Qxb4 cxb4 20. Nb5 Rb8 21. Nd6 Rd8 22. Nxc8 Rdxc8 23. Rab1 Ne4 24. Bxe4 dxe4 25. Rxe4 Rxc2 26. g3 b3 27. Kf1 b2 28. Ree1 Rb5 29. Kg2 Rxa5 30. Re3 Ra1 31. Ree1 Rxb1 32. Rxb1 Kf8 33. Kf3 Ke7 34. Ke3 Kd6 35. h4 Kc5 36. Kd3 Rxf2 37. Kc3 e5 38. Rxb2 Rxb2 39. Kxb2 Kd4 40. Kb3 Kd3 41. Kb4 e4 42. Kc5 e3 0-1,,
"Site ""https://lichess.org/TTsjhRZG""","Event ""Rated Blitz game""",2020.09.05,"White ""WDRNE""","Black ""Lovelishkumar""",White won,2020.09.05,01:04:08,1666,1643,5,-5,Standard,180+2,"ECO ""B01""","Termination ""Normal""",1. e4 d5 2. exd5 Nf6 3. Bb5+ Bd7 4. Bc4 b5 5. Bb3 Bg4 6. f3 Bf5 7. g4 Bg6 8. h4 Nxd5 9. h5 Qd6 10. Bxd5 Qxd5 11. hxg6 fxg6 12. Nc3 Qd6 13. Nge2 e5 14. Nxb5 a6 15. Nxd6+ 1-0,,
"Site ""https://lichess.org/hByXtt8N""","Event ""Rated Blitz game""",2020.09.05,"White ""Hassan0011""","Black ""Lovelishkumar""",White won,2020.09.05,01:01:42,1668,1649,5,-6,Standard,180+2,"ECO ""B01""","Termination ""Normal""",1. e4 d5 2. exd5 Nf6 3. Nf3 Nxd5 4. Bc4 Be6 5. d3 Nf4 6. Bxf4 Bxc4 7. dxc4 Qxd1+ 8. Kxd1 Nc6 9. Nbd2 O-O-O 10. Ke2 h6 11. Rad1 g5 12. Be5 g4 13. Bxh8 gxf3+ 14. Nxf3 f6 15. Rxd8+ Nxd8 16. Rd1 Nf7 17. Bxf6 exf6 18. Nd4 Bc5 19. Ne6 Bd6 20. c5 Kd7 1-0,,
"Site ""https://lichess.org/ep0wNDum""","Event ""Rated Blitz game""",2020.09.05,"White ""lesterdahman""","Black ""Lovelishkumar""",White won,2020.09.05,00:53:56,1719,1653,5,-4,Standard,180+2,"ECO ""B01""","Termination ""Normal""",1. e4 d5 2. exd5 Nf6 3. c4 e6 4. Nc3 Bb4 5. a3 Bxc3 6. dxc3 exd5 7. cxd5 Qxd5 8. Qxd5 Nxd5 9. Bc4 Be6 10. Nf3 Nf4 11. Bxe6 fxe6 12. O-O O-O 13. Nd4 e5 14. Nb5 Na6 15. b4 Ne2+ 16. Kh1 Nxc1 17. Raxc1 c6 18. Nd6 b5 19. c4 Nc7 20. cxb5 cxb5 21. Rxc7 Rad8 22. Nxb5 Rd3 23. Rxa7 Rb8 24. a4 Rb3 25. Nd6 R3xb4 26. Re7 Rxa4 27. Rxe5 Ra6 28. Re8+ Rxe8 29. Nxe8 Rc6 30. Re1 Kf7 31. h3 g6 32. g4 Rc2 33. f4 Rc3 34. Kh2 Rc4 35. Kg3 Rc3+ 36. Kh4 Rc4 37. Nd6+ 1-0,,
"Site ""https://lichess.org/VoA8La62""","Event ""Rated Blitz game""",2020.09.05,"White ""Lovelishkumar""","Black ""chipchop88""",Black won,2020.09.05,00:52:28,1659,1663,-6,6,Standard,180+2,"ECO ""C00""","Termination ""Normal""",1. e4 e6 2. Nf3 b6 3. d4 Bb7 4. Nc3 Bb4 5. e5 Bxc3+ 6. bxc3 Bxf3 7. Qxf3 Nc6 8. Bb5 Nge7 9. c4 Nxd4 10. Qg4 Nxc2+ 11. Kd2 Nxa1 12. Qxg7 Rg8 13. Bb2 Rxg7 0-1,,
"Site ""https://lichess.org/Vw7HzRC2""","Event ""Rated Blitz game""",2020.09.05,"White ""VimalSebastian""","Black ""Lovelishkumar""",Draw,2020.09.05,00:43:12,1622,1659,2,0,Standard,180+2,"ECO ""D00""","Termination ""Normal""",1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. f3 exf3 5. Qxf3 Qxd4 6. Be3 Qg4 7. O-O-O Qxf3 8. Nxf3 Bg4 9. Nb5 Na6 10. Be2 Rd8 11. h3 Bd7 12. Nxa7 c6 13. Ne5 e6 14. Nxd7 Rxd7 15. Bxa6 bxa6 16. Nxc6 Nd5 17. Bf2 Rc7 18. Nd4 Bc5 19. Rhf1 Nb4 20. Nxe6 fxe6 21. Bxc5 Rxc5 22. Kb1 Rxc2 23. Rfe1 Rxg2 24. Rxe6+ Kf7 25. Rb6 Nc2 26. Rd7+ Ke8 27. Rc7 Kd8 28. Rxc2 Rxc2 29. Rb8+ Ke7 30. Rxh8 Rh2 31. Rxh7 Kf6 32. Rh8 Ke5 33. Ra8 Rxh3 34. Rxa6 g5 35. Ra5+ Kf4 36. b4 g4 37. b5 g3 38. Ra8 g2 39. Rg8 Rg3 40. Rf8+ Ke5 41. Re8+ Kd6 42. Re1 Kc5 43. a4 Kb4 44. Re4+ Ka5 45. Re1 Kxa4 46. b6 Rb3+ 47. Kc2 Rxb6 48. Rg1 Rg6 49. Kd2 Kb4 50. Ke2 Kc4 51. Kf2 Kd4 52. Rxg2 Rxg2+ 53. Kxg2 1/2-1/2,,
"Site ""https://lichess.org/MxmQrZwO""","Event ""Rated Blitz game""",2020.09.05,"White ""alokdk""","Black ""Lovelishkumar""",White won,2020.09.05,00:41:52,1664,1665,6,-6,Standard,180+2,"ECO ""A06""","Termination ""Normal""",1. e4 d5 2. Nf3 dxe4 3. Ng1 f5 4. Qh5+ g6 5. Qg5 Bh6 6. Qg3 Nc6 7. Bb5 Bd7 8. Ne2 e5 9. Bxc6 bxc6 10. Qxe5+ Qe7 11. Qxh8 1-0,,
"Site ""https://lichess.org/xurNXPmG""","Event ""Rated Blitz game""",2020.09.05,"White ""Lovelishkumar""","Black ""PlaySoBad""",Black won,2020.09.05,00:34:58,1669,1751,-4,5,Standard,180+2,"ECO ""C00""","Termination ""Normal""",1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. d4 Nf6 5. Nc3 c5 6. Bb5+ Bd7 7. dxc5 Bxc5 8. Bg5 d4 9. Bxd7+ Nbxd7 10. Nb5 Qa5+ 11. Qd2 Qxb5 12. Bxf6 Nxf6 13. O-O-O O-O 14. h4 Rad8 15. h5 h6 16. Qf4 d3 17. cxd3 Rxd3 18. Rxd3 Qxd3 19. Ne5 Qd4 20. Qg3 Qxf2 21. Qc3 Ne4 22. Qc4 Qd2+ 23. Kb1 Bd4 24. Nd3 Rd8 25. Rf1 Nf6 26. a3 a6 27. Ka2 b5 28. Qc7 Re8 29. Qg3 Re3 0-1,,
"Site ""https://lichess.org/HV2iGQRb""","Event ""Rated Blitz game""",2020.09.05,"White ""Lovelishkumar""","Black ""Rmiss""",White won,2020.09.05,00:32:10,1663,1712,6,-7,Standard,180+2,"ECO ""B90""","Termination ""Normal""",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Be3 e5 7. Nf3 Be7 8. h3 O-O 9. Bc4 b5 10. Bb3 Bd7 11. a4 bxa4 12. Nxa4 Nxe4 13. Nb6 Ra7 14. Nd5 Rb7 15. Nxe7+ Qxe7 16. Bd5 Rb5 17. Bxe4 d5 18. Bxd5 Be6 19. Bxe6 Qxe6 20. O-O e4 21. Nd4 1-0,,
"Site ""https://lichess.org/qPxtjg0N""","Event ""Rated Blitz game""",2020.09.05,"White ""papadopc""","Black ""Lovelishkumar""",White won,2020.09.05,00:26:45,1639,1669,7,-6,Standard,180+2,"ECO ""B01""","Termination ""Normal""",1. e4 d5 2. exd5 Nf6 3. Nc3 Nxd5 4. Nxd5 Qxd5 5. Nf3 c5 6. d3 Nc6 7. Be2 e5 8. O-O Be7 9. Re1 O-O 10. c4 Qd6 11. Be3 b6 12. a3 Bb7 13. h3 Nd4 14. Bxd4 exd4 15. b4 Qg6 16. Ne5 Qf6 17. Nd7 Qg6 18. Bf3 Bxf3 19. Qxf3 Rfe8 20. Rxe7 Rad8 21. Rxe8+ Rxe8 22. bxc5 Qe6 23. Qb7 h6 24. cxb6 Re7 25. bxa7 Rxd7 26. a8=Q+ Kh7 27. Qe4+ 1-0,,
"Site ""https://lichess.org/IuL0bZsF""","Event ""Rated Blitz game""",2020.09.05,"White ""Lovelishkumar""","Black ""aliakbar28""",White won,2020.09.05,00:19:03,1665,1576,4,-5,Standard,180+2,"ECO ""C00""","Termination ""Time forfeit""",1. e4 e6 2. Nf3 h6 3. d4 d5 4. e5 c5 5. c3 c4 6. b3 b5 7. a4 Bd7 8. axb5 Bxb5 9. Na3 Ba6 10. bxc4 dxc4 11. Bxc4 Bxc4 12. Nxc4 Be7 13. Qa4+ Qd7 14. Nb6 Qxa4 15. Rxa4 axb6 16. Rxa8 Kd7 17. Rxb8 Kc6 18. Be3 b5 19. O-O Kd5 20. Rxb5+ Kc4 21. Rb8 Kxc3 22. Rc8+ Kd3 23. Ne1+ Ke4 24. Nc2 Bg5 25. g4 Bxe3 26. fxe3 f6 27. Kf2 fxe5 28. Ke2 exd4 29. Nxd4 h5 30. Rff8 hxg4 31. Rxg8 Rxh2+ 32. Kd1 Kxe3 33. Nxe6 1-0,,
"Site ""https://lichess.org/iof0QMId""","Event ""Rated Blitz game""",2020.09.05,"White ""Lovelishkumar""","Black ""jameszhou""",Black won,2020.09.05,00:10:37,1669,1732,-4,5,Standard,180+2,"ECO ""B56""","Termination ""Normal""",1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Nf6 6. Nd5 Nxe4 7. Bd3 Nxf2 8. Kxf2 Nxd4 9. Bxh7 Nc6 10. Bd3 Be6 11. Nf4 Qb6+ 12. Be3 Qxb2 13. Nxe6 fxe6 14. Bg6+ Kd7 15. Rb1 Qf6+ 16. Qf3 Rb8 17. Be4 Ne5 18. Bxb7 Nxf3 19. Bxf3 Rxb1 20. Rxb1 g5 21. Rb7+ Ke8 22. Rxa7 Kf7 23. Ra4 Bh6 24. Rg4 Qf5 25. c4 Qc2+ 26. Kg3 Qf5 27. Be4 Qf6 28. h4 gxh4+ 29. Rxh4 Bxe3 30. Rg4 Rg8 31. Rxg8 Kxg8 32. Kh2 Qh6+ 33. Kg3 Qg5+ 34. Kf3 Qf4+ 35. Ke2 Qxe4 36. g4 Bc5+ 37. Kd2 Qxg4 38. Kc3 Qd4+ 39. Kb3 e5 40. a4 e4 41. Kc2 Qxc4+ 42. Kd2 e3+ 43. Ke1 Qc3+ 44. Ke2 Qd2+ 45. Kf1 Qf2# 0-1,,
"Site ""https://lichess.org/KxZXLElJ""","Event ""Rated Blitz game""",2020.09.05,"White ""Lovelishkumar""","Black ""RiderOnTheStorm05""",Black won,2020.09.05,00:02:39,1675,1647,-6,6,Standard,180+2,"ECO ""C00""","Termination ""Normal""",1. e4 e6 2. Nf3 Bc5 3. d4 Bb6 4. c4 c6 5. Nc3 Ne7 6. Bg5 f6 7. Bf4 Ng6 8. Bd6 Bc7 9. e5 Bxd6 10. exd6 Na6 11. c5 O-O 12. Bd3 Nf4 13. O-O f5 14. a3 b6 15. b4 bxc5 16. dxc5 Nb8 17. Qd2 Ng6 18. Bc4 a5 19. Na4 axb4 20. Nb6 Rxa3 21. Qxb4 Rxa1 22. Rxa1 Nf4 23. Qb1 Nd5 24. Na4 Ba6 25. Bb3 Be2 26. Nd4 Bh5 27. h3 Rf6 28. Qc2 Rg6 29. Nb6 Nf4 30. f3 Nxh3+ 31. Kh2 Nf4 32. Rg1 Qh4# 0-1,,
"Site ""https://lichess.org/8SgexXOD""","Event ""Rated Blitz game""",2020.09.04,"White ""j7j7s41""","Black ""Lovelishkumar""",Black won,2020.09.04,23:52:24,1645,1670,-5,5,Standard,180+2,"ECO ""B01""","Termination ""Time forfeit""",1. e4 d5 2. exd5 Nf6 3. Bc4 Nxd5 4. h3 Nc6 5. Nf3 e5 6. d3 Be6 7. O-O h6 8. Na3 Bxa3 9. bxa3 Qe7 10. Bb5 Bd7 11. Bxc6 Bxc6 12. Nxe5 Nc3 13. Qe1 O-O 14. Qxc3 Bd5 15. a4 Qe6 16. d4 Rac8 17. Ba3 Rfe8 18. Rfe1 Qf5 19. Nf3 Qg6 20. Rxe8+ Rxe8 21. Ne5 Qg5 22. Nf3 Bxf3 23. Qxf3 b6 24. Rd1 Qa5 25. Qb3 Re2 26. Bb4 Qf5 27. Qf3 Qxc2 28. Qa8+ Kh7 29. Rf1 Qxa2 30. Qf3 Rb2 31. Qd3+ Kg8 32. Be7 Qxa4 33. Qa3 Qxd4 34. Qxa7 Rc2 35. Qa8+ Kh7 36. Qf3 Rc3 37. Qf5+ Kh8 38. Qc8+ Kh7 39. Qf5+ Kg8 40. Qg4 Qe5 41. Bb4 Rb3 42. Bd2 Rd3 43. Bxh6 Rd4 44. Qc8+ Kh7 45. Be3 Re4 46. Qb7 Rc4 47. Qf3 Qf6 48. Qh5+ Kg8 49. Qd5 Rh4 50. Qd7 Qg6 51. Qc8+ Kh7 52. Kh1 Qh5 53. Qd7 Rc4 0-1,,
"Site ""https://lichess.org/vNLaNrF7""","Event ""Rated Blitz game""",2020.09.04,"White ""Lovelishkumar""","Black ""Morinico""",White won,2020.09.04,23:50:00,1665,1630,5,-5,Standard,180+2,"ECO ""A06""","Termination ""Time forfeit""",1. e4 d5 2. Nf3 dxe4 3. Ng5 Qd5 4. Nc3 Qxg5 5. d3 exd3 6. Bxg5 dxc2 7. Qxc2 f6 8. Nd5 Na6 9. Bxa6 bxa6 10. Nxc7+ Kf7 11. Nxa8 fxg5 12. Qxc8 e6 13. O-O Nf6 14. Rfe1 h5 15. Qxe6+ Kg6 16. Qc8 Kh7 17. Re6 Ba3 18. Qc6 Bxb2 19. Rb1 Bd4 20. Qb7 1-0,,
"Site ""https://lichess.org/cNsYVak5""","Event ""Rated Blitz game""",2020.09.04,"White ""silviovelasco""","Black ""Lovelishkumar""",Draw,2020.09.04,23:41:51,1647,1665,1,0,Standard,180+2,"ECO ""A45""","Termination ""Normal""",1. d4 d5 2. Nc3 Nf6 3. Nf3 c5 4. dxc5 e6 5. e3 Bxc5 6. Bb5+ Nc6 7. Ne5 Qc7 8. Nxc6 bxc6 9. Ba4 Ba6 10. a3 Rd8 11. Bd2 Bc4 12. b4 Bb6 13. Bb3 a5 14. Bxc4 dxc4 15. O-O axb4 16. axb4 O-O 17. Qc1 Qe5 18. Na4 Bc7 19. g3 Ra8 20. Nc5 Rfd8 21. Rxa8 Rxa8 22. f4 Qd5 23. Qe1 Bd6 24. e4 Qd4+ 25. Be3 Qb2 26. e5 Bxc5 27. exf6 Bxe3+ 28. Qxe3 gxf6 29. g4 Qxc2 30. g5 fxg5 31. fxg5 Qg6 32. h4 h6 33. Qf4 Kh7 34. Qxf7+ Qxf7 35. Rxf7+ Kg6 36. Rf6+ Kh5 37. Rxh6+ Kg4 38. g6 Rg8 39. h5 Kg5 40. Rh7 c3 41. Rc7 Kxh5 42. Rxc6 Rxg6+ 43. Kh2 Rg4 44. Rxc3 Rxb4 45. Re3 Rb6 46. Kg3 Kg5 47. Re5+ Kf6 48. Ra5 e5 49. Kf3 Kf5 50. Ra3 e4+ 51. Ke3 Rd6 52. Ra5+ Kf6 53. Kxe4 Re6+ 54. Kf4 Rd6 1/2-1/2,,
"Site ""https://lichess.org/wCe875dh""","Event ""Rated Blitz game""",2020.09.04,"White ""CharlieFleed""","Black ""Lovelishkumar""",White won,2020.09.04,23:41:15,1681,1671,5,-6,Standard,180+2,"ECO ""D00""","Termination ""Normal""",1. d4 d5 2. Bf4 Nc6 3. e3 e5 4. dxe5 Nxe5 5. Bxe5 1-0,,
"Site ""https://lichess.org/WzVCOCjC""","Event ""Rated Blitz game""",2020.09.04,"White ""Lovelishkumar""","Black ""nettrino""",Draw,2020.09.04,23:31:21,1671,1647,0,0,Standard,180+2,"ECO ""C45""","Termination ""Normal""",1. e4 Nc6 2. Nf3 e5 3. d4 exd4 4. Nxd4 Nxd4 5. Qxd4 b6 6. Qd5 c6 7. Qd4 Qf6 8. Qc3 Bc5 9. Qxf6 Nxf6 10. Nc3 d5 11. exd5 cxd5 12. Bb5+ Ke7 13. O-O Bd7 14. Re1+ Kd6 15. Bg5 Bxb5 16. Nxb5+ Kc6 17. Bxf6 gxf6 18. Nc3 Rae8 19. Rad1 d4 20. Ne4 f5 21. Nxc5 bxc5 22. b4 Rxe1+ 23. Rxe1 cxb4 24. Re7 a5 25. Rxf7 Re8 26. Kf1 a4 27. Rxf5 b3 28. cxb3 axb3 29. axb3 Rb8 30. Rf4 Kd5 31. Rf3 Ke4 32. Ke2 h5 33. h4 Rd8 34. Rd3 Rg8 35. g3 Rb8 36. f3+ Ke5 37. Kd2 Rg8 38. f4+ Kd5 39. Kc2 Rc8+ 40. Kb2 Rf8 41. b4 Kc4 42. Rb3 d3 43. Ra3 Rb8 44. Rc3+ Kd4 45. Rb3 d2 46. Kc2 Kc4 47. Rd3 Rxb4 48. Kxd2 Rb2+ 49. Ke3 Rg2 50. Rd4+ Kc5 51. Kf3 Rg1 52. Rd2 Rf1+ 53. Rf2 Rd1 54. Re2 Rd5 55. Re5 Rxe5 56. fxe5 Kd5 57. Kf4 Ke6 58. g4 hxg4 59. Kxg4 Kxe5 60. h5 Kf6 61. Kh4 Kg7 62. Kg5 Kh7 63. Kf6 Kh6 64. Kf5 Kxh5 1/2-1/2,,
"Site ""https://lichess.org/PPwjRt3u""","Event ""Rated Blitz game""",2020.09.04,"White ""Lolrd""","Black ""Lovelishkumar""",White won,2020.09.04,23:24:02,1623,1677,84,-6,Standard,180+2,"ECO ""D21""","Termination ""Normal""",1. d4 d5 2. Nf3 c5 3. c4 dxc4 4. e4 cxd4 5. Bxc4 e5 6. Nxe5 Be6 7. Bf4 Bxc4 8. Nxc4 Nf6 9. e5 Nd5 10. Qxd4 Nxf4 11. Qxf4 Bb4+ 12. Nc3 O-O 13. O-O Nc6 14. a3 Bxc3 15. bxc3 Re8 16. Nd6 Re7 17. Rfe1 Nxe5 18. Nxf7 Nxf7 19. Rad1 Qe8 20. Rxe7 Qxe7 21. h3 Qxa3 22. Rd7 Rf8 23. Rxb7 Qxc3 24. Rxa7 Qe1+ 25. Kh2 Nh6 26. Qc4+ Kh8 27. Qd5 Qxf2 28. Ra8 Qf4+ 29. g3 Qf2+ 30. Kh1 Qf1+ 31. Kh2 Qf7 32. Qxf7 1-0,,
"Site ""https://lichess.org/GvZPuJ2v""","Event ""Rated Blitz game""",2020.09.04,"White ""dbrooks14""","Black ""Lovelishkumar""",Black won,2020.09.04,23:16:50,1660,1671,-6,6,Standard,180+2,"ECO ""A21""","Termination ""Normal""",1. c4 e5 2. Nc3 f6 3. d3 Ne7 4. Nf3 Nbc6 5. g3 d5 6. Bg2 dxc4 7. dxc4 Qxd1+ 8. Nxd1 Be6 9. O-O Bxc4 10. Nc3 O-O-O 11. Be3 Nd4 12. Rfe1 Nef5 13. Rad1 Bb4 14. a3 Bxc3 15. bxc3 Nc2 16. Rxd8+ Rxd8 17. Rb1 Ncxe3 18. fxe3 Nxe3 19. Bh1 Bxe2 20. Nxe5 fxe5 21. Bxb7+ Kd7 22. Re1 Rb8 23. Rxe2 Rxb7 24. Rxe3 Rb3 25. a4 Ra3 26. Kg2 Rxa4 27. Rxe5 Rc4 28. Re3 a5 29. Re5 a4 30. Ra5 Kc6 31. h4 Kb6 32. Ra8 Kb5 33. g4 0-1,,
"Site ""https://lichess.org/eYJaysZQ""","Event ""Rated Blitz game""",2020.09.04,"White ""Lovelishkumar""","Black ""montty""",White won,2020.09.04,23:10:40,1665,1685,6,-6,Standard,180+2,"ECO ""C45""","Termination ""Time forfeit""",1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Bc5 5. Be3 Qf6 6. Nc3 Bxd4 7. Nd5 Qe5 8. f4 Qxe4 9. Nxc7+ Kd8 10. Nxa8 Qxe3+ 11. Be2 Qf2+ 12. Kd2 Be3+ 13. Kc3 Qxf4 14. Qd3 Bd4+ 15. Kb3 Na5+ 16. Ka4 Bb6+ 17. Kb5 Qe5+ 18. Kb4 Qc5+ 19. Ka4 Qc6+ 20. Ka3 Bc5+ 21. b4 Bxb4+ 22. Kxb4 Qb6+ 23. Kc3 1-0,,
"Site ""https://lichess.org/ebeQ2IJA""","Event ""Rated Blitz game""",2020.09.04,"White ""porkchop20""","Black ""Lovelishkumar""",Black won,2020.09.04,23:09:11,1683,1659,-6,6,Standard,180+2,"ECO ""B01""","Termination ""Normal""",1. e4 d5 2. exd5 Nf6 3. Nc3 Nxd5 4. Nxd5 Qxd5 5. d4 c5 6. Nf3 Nc6 7. Bb5 Bd7 8. O-O Nxd4 9. Bxd7+ Qxd7 10. Nxd4 Qxd4 11. c3 Qxd1 12. Re1 Qxe1# 0-1,,
"Site ""https://lichess.org/yYpAi672""","Event ""Rated Blitz game""",2020.09.03,"White ""Lovelishkumar""","Black ""KingMatt2401""",White won,2020.09.03,15:56:17,1653,1619,6,-5,Standard,180+2,"ECO ""C43""","Termination ""Normal""",1. e4 e5 2. Nf3 Nf6 3. d4 exd4 4. Qxd4 Nc6 5. Qd3 d6 6. e5 Nxe5 7. Nxe5 dxe5 8. Qxd8+ Kxd8 9. Bg5 Be7 10. Nc3 Bf5 11. O-O-O+ Nd7 12. Bxe7+ Kxe7 13. h3 c6 14. g4 Be6 15. Bd3 c5 16. Be4 Rab8 17. Nd5+ Bxd5 18. Bxd5 Rhd8 19. Rhe1 f6 20. f4 Nb6 21. Be4 Rxd1+ 22. Kxd1 Rd8+ 23. Kc1 Rd7 24. Bxh7 Ke6 25. Bf5+ 1-0,,
